Rank,Last Name and First Name,Points,Debut
1,KOGLER Armin,205.0,no
2,RUUD Roger,201.0,no
3,BULAU Horst,179.0,no
4,NEUPER Hubert,166.0,no
5,PUIKKONEN Jari,162.0,no
6,SAETRE Johan,142.0,no
7,WALLNER Hans,127.0,no
8,BERGERUD Per,124.0,no
9,MOBEKK Ivar,91.0,no
10,KOKKONEN Pentti,90.0,no
11,LIPBURGER Alois,88.0,no
12,BREMSETH Ole,82.0,yes
13,FELDER Andi,60.0,yes
14,COLLINS Steve,59.0,no
15,BOEGSETH Jon Eilert,58.0,yes
16,ULAGA Primoz,57.0,no
17,JENSEN HOLMEN Dag,53.0,yes
18,BROMAN J.,49.0,yes
19,KOCH Fritz,46.0,no
20,YLIANTTILA Kari,45.0,yes
21,LEVORSTAD Tom,41.0,no
22,TUCHSCHERER Klaus,40.0,no
23,SUNIN Pjotr,36.0,no
24,GROYER Alfred,32.0,no
24,TSCHERNAJEV Vladimir,32.0,yes
26,NYKAENEN Matti,30.0,yes
26,TOMASI Lido,30.0,no
26,VETTORI Ernst,30.0,yes
29,HEINONEN Kari,28.0,no
30,BUSE Mathias,27.0,yes
31,SAMEK J.,24.0,no
32,WURSTHORN Albert,23.0,no
33,RIGONI Massimo,22.0,yes
33,SKODA Leos,22.0,no
35,BENEDEK Branko,21.0,yes
35,KIRKELUND Sveinung,21.0,no
35,TOERMAENEN Jouko,21.0,no
38,ZITZMANN A.,20.0,yes
39,AKIMOTO Masahiro,19.0,no
39,ASPHOL Halvor,19.0,no
39,ZUEHLKE Reed,19.0,no
42,DAVIS Jeff,18.0,yes
43,TVEITEN Sten Eric,17.0,no
44,ABERER Gebhard,16.0,no
44,FIJAS Pjotr,16.0,no
46,GLASS Henry,15.0,no
46,STEINER Manfred,15.0,yes
48,DECKERT Manfred,14.0,no
49,EGLOFF Paul,13.0,no
49,ERNST Joachim,13.0,yes
49,HASTINGS Jeff,13.0,yes
52,BOBAK Stanislaw,12.0,no
52,MAKI Jim,12.0,yes
52,TVEDT Ole Erik,12.0,yes
55,NOVAK Frantisek,11.0,yes
55,ROHWEIN Peter,11.0,yes
57,BAUER Andreas,10.0,yes
57,MEISINGER Thomas,10.0,no
57,YAGI Hirokazu,10.0,no
60,DENNEY John,9.0,yes
60,LOTRIC Rajko,9.0,yes
62,SUMI Hansjörg,8.0,no
62,TROEN Jan Henrik,8.0,yes
64,AALTO Asko,7.0,no
64,SCHWARZ Christoph,7.0,yes
66,KLAUSER Thomas,6.0,no
66,NABUO Nakatsu,6.0,yes
66,PSCHERRA Ulrich,6.0,yes
66,TOLKKINEN Pekka,6.0,yes
70,BOLL Uli,5.0,yes
70,BOROVITIN A.,5.0,no
70,NORCIC Bogdan,5.0,no
70,SCHWARZ Hubert,5.0,no
70,SERVO Oleg,5.0,yes
70,WILLIAMS Tim,5.0,yes
76,BALKAASEN Per,4.0,no
76,GRAHEK Jim,4.0,yes
78,ARNOLD Landis,3.0,yes
78,BRZUCHANSKI Josef,3.0,yes
80,KERN Terry,2.0,yes
80,PUSENIUS Markku,2.0,yes
80,SLUSNY Miro,2.0,yes
83,COLIN Gerard,1.0,no
83,DUSCHEK H.,1.0,no
