Rank,Last Name and First Name,Points,Debut
1,NYKAENEN Matti,250.0,no
2,VETTORI Ernst,232.0,no
3,FELDER Andi,170.0,no
4,NEULAENDTNER Franz,157.0,no
5,SUORSA Pekka,148.0,yes
6,ULAGA Primoz,145.0,no
7,OPAAS Vegard,131.0,no
8,BERG Rolf Age,129.0,no
9,PARMA Jiri,114.0,no
10,DLUHOS Ladislav,101.0,no
11,TEPES Miran,99.0,no
12,BULAU Horst,97.0,no
13,PLOC Pavel,88.0,no
14,PUIKKONEN Jari,86.0,no
15,FIJAS Pjotr,84.0,no
16,WEISSFLOG Jens,77.0,no
17,FINDEISEN Ulf,73.0,no
18,STJERNEN Hroar,68.0,no
19,FIDJESTOEL Ole Gunnar,53.0,no
20,COLLINS Steve,34.0,no
20,KALSO Jukka,34.0,no
22,ROHWEIN Peter,30.0,no
23,AKIMOTO Masahiro,28.0,no
24,SVAGERKO Martin,27.0,no
25,LACEDELLI Antonio,26.0,yes
26,MEWBORN Rick,25.0,no
26,NIEMINEN Anssi,25.0,yes
26,PEDERSEN Trond J.,25.0,no
29,HOLLAND Mike,23.0,no
29,MOLLARD Didier,23.0,yes
29,VACEK Bohumil,23.0,no
32,WIEGELE Franz,22.0,no
33,KARETNIKOV Valerji,19.0,yes
33,YLIPULLI Tuomo,19.0,no
35,EIDHAMMER Ole-Christian,18.0,no
36,LESSER Ingo,17.0,yes
37,HANSSON Olav,16.0,no
37,OSTWALD Klaus,16.0,no
37,TROEN Jan Henrik,16.0,no
40,BERGER Frédéric,15.0,no
40,STEIERT Wolfgang,15.0,no
42,BAUER Andreas,14.0,no
42,FREITAG Holger,14.0,no
44,KOKKONEN Pentti,13.0,no
44,PALMER Zane,13.0,no
46,STRANNER Günther,12.0,yes
47,DEBELAK Matjaz,11.0,yes
47,NIKKOLA Ari-Pekka,11.0,yes
49,MALIK Janusz,9.0,no
50,KLAUSER Thomas,8.0,no
50,KOJONKOSKI Mika,8.0,no
50,LAAKONEN Risto,8.0,yes
50,SCHALLERT Richard,8.0,no
50,SHIMA Hiro,8.0,no
55,BREMSETH Ole,7.0,no
55,PERSSON Halvor,7.0,no
57,TAELLBERG Per-Inge,6.0,yes
58,THOMA Dieter,5.0,yes
59,HIRNER Adolf,4.0,no
59,KONOPACKE Mark,4.0,no
59,KOWAL Jan,4.0,yes
59,PUSENIUS Markku,4.0,no
59,SAMBUGARO Sandro,4.0,yes
59,SAUERBREY Frank,4.0,no
65,KJOERUM Jon-Inge,3.0,yes
65,NISHIKATA Chiharu,3.0,no
65,SLUSNY Miro,3.0,no
68,RUUD Roger,2.0,no
68,YLIPULLI Heikki,2.0,yes
70,LOTRIC Rajko,1.0,no
70,VERVEIKIN Andzey,1.0,yes
