Rank,Last Name and First Name,Points,Debut
1,HENDRICKSON Sarah,1169.0,no
2,IRASCHKO Daniela,779.0,no
3,TAKANASHI Sara,639.0,no
4,GRAESSLER Ulrike,546.0,no
5,VAN Lindsey,482.0,no
6,SAGEN Anette,454.0,no
7,POZUN Katja,422.0,no
8,FAISST Melanie,409.0,no
9,JEROME Jessica,395.0,no
10,MATTEL Coline,328.0,no
11,SEIFRIEDSBERGER Jacqueline,327.0,no
12,VTIC Maja,272.0,no
13,INSAM Evelyn,267.0,no
14,JAHR Line,255.0,no
15,WUERTH Svenja,191.0,no
16,HAEFELE Anna,181.0,no
17,ROGELJ Spela,165.0,no
18,WATASE Ayumi,145.0,no
19,CLAIR Julia,132.0,no
20,ITO Yuki,130.0,no
20,WINDMUELLER Sabrina,130.0,no
22,DEMETZ Lisa,120.0,no
23,IWABUCHI Kaori,119.0,no
24,KASAI Yoshiko,116.0,no
25,HUGHES Abby,109.0,no
26,LUNDBY Maren,103.0,no
27,VOGT Carina,96.0,no
28,ALTHAUS Katharina,95.0,no
29,KYKKAENEN Julia,80.0,no
30,BOGATAJ Ursa,75.0,no
31,JOHNSON Alissa,73.0,no
31,RUNGGALDIER Elena,73.0,no
33,TAKTAEVA Irina,64.0,no
34,TANAKA Atsuko,57.0,no
35,VUIK Wendy,54.0,no
36,SEYFARTH Juliane,51.0,no
37,YAMADA Yurina,45.0,no
38,LEMARE Lea,35.0,no
39,KEIL Katharina,32.0,no
40,STRAUB Ramona,26.0,no
41,MIKOVA Lucie,24.0,no
42,SCHOITSCH Sonja,23.0,no
43,STEEN HANSEN Synne,15.0,no
44,DOLEZELOVA Michaela,12.0,no
44,ROIDER Cornelia,12.0,no
46,HENRICH Taylor,8.0,no
47,D AGOSTINA Roberta,6.0,no
48,ZOBEL Veronika,5.0,yes
49,GLADYSHEVA Anastasiya,3.0,yes
50,DEJMKOVA Natalie,2.0,yes
50,PUSTKOVA Vladena,2.0,no
52,ENGER Gyda,1.0,no
52,MOHR Jenna,1.0,no
