Rank,Last Name and First Name,Points,Debut
1,GRANERUD Halvor Egner,2128.0,no
2,KRAFT Stefan,1790.0,no
3,LANISEK Anze,1679.0,no
4,KUBACKI Dawid,1592.0,no
5,KOBAYASHI Ryoyu,1065.0,no
6,ZYLA Piotr,984.0,no
7,WELLINGER Andreas,902.0,no
8,ZAJC Timi,853.0,no
9,TSCHOFENIG Daniel,851.0,no
10,FETTNER Manuel,755.0,no
11,GEIGER Karl,736.0,no
12,HAYBOECK Michael,688.0,no
13,HOERL Jan,639.0,no
14,STOCH Kamil,608.0,no
15,EISENBICHLER Markus,607.0,no
16,FORFANG Johann Andre,574.0,no
17,JELAR Ziga,498.0,no
18,PREVC Domen,449.0,no
18,TANDE Daniel Andre,449.0,no
20,LINDVIK Marius,393.0,no
21,JOHANSSON Robert,387.0,no
22,KOS Lovro,309.0,no
23,SCHMID Constantin,280.0,no
24,NAKAMURA Naoki,275.0,no
25,PREVC Peter,274.0,no
26,DESCHWANDEN Gregor,270.0,no
27,SUNDAL Kristoffer Eriksen,246.0,yes
28,LEYHE Stephan,231.0,no
29,AIGNER Clemens,227.0,no
30,RAIMUND Philipp,218.0,no
31,WASEK Pawel,190.0,no
32,ZNISZCZOL Aleksander,181.0,no
33,BRESADOLA Giovanni,170.0,no
34,ASCHENWALD Philipp,168.0,no
34,PASCHKE Pius,168.0,no
36,HEGGLI Bendik Jakobsen,85.0,no
37,KYTOSAHO Niko,77.0,no
38,AALTO Antti,69.0,no
39,ZOGRAFSKI Vladimir,63.0,no
40,LISSO Justin,60.0,no
41,LEITNER Clemens,59.0,no
42,MASLE Rok,51.0,yes
43,NIKAIDO Ren,49.0,yes
44,HABDAS Jan,48.0,yes
45,PETER Dominik,44.0,no
46,INSAM Alex,40.0,no
47,AMMANN Simon,38.0,no
48,BOYD-CLOWES Mackenzie,35.0,no
49,AIGRO Artti,33.0,no
50,PILCH Tomasz,30.0,no
51,MOGEL Zak,29.0,no
52,SCHUSTER Jonas,26.0,yes
53,RINGEN Sondre,24.0,no
54,MARUSIAK Yevhen,21.0,yes
54,SATO Yukiya,21.0,no
56,BJOERENG Joacim Oedegaard,19.0,no
57,JUROSZEK Kacper,18.0,yes
58,OESTVOLD Benjamin,17.0,yes
58,BELSHAW Erik,17.0,yes
60,IPCIOGLU Fatih Arda,16.0,no
60,STEINER Maximilian,16.0,no
62,NOUSIAINEN Eetu,15.0,no
63,IMHOF Remo,14.0,yes
63,KOBAYASHI Junshiro,14.0,no
63,SATO Keiichi,14.0,no
66,LARSON Casey,13.0,no
66,PALOSAARI Vilho,13.0,yes
68,BARTOLJ Maksim,11.0,yes
68,KOUDELKA Roman,11.0,no
70,VILLUMSTAD Fredrik,10.0,no
70,HOFFMANN Felix,10.0,yes
72,MUELLER Markus,8.0,no
73,RUPITSCH Markus,7.0,no
74,DEAN Decker,6.0,no
74,PEIER Killian,6.0,no
76,URLAUB Andrew,5.0,yes
76,VIDIC Matija,5.0,yes
78,FANNEMEL Anders,4.0,no
78,HULA Stefan,4.0,no
78,KOT Maciej,4.0,no
81,ORTNER Maximilian,3.0,yes
82,TAKEUCHI Taku,2.0,no
82,VASSILYEV Danil,2.0,yes
82,CACINA Daniel Andrei,2.0,yes
85,MALTSEV Kevin,1.0,yes
85,WOHLGENANNT Ulrich,1.0,no
85,RYDL Radek,1.0,yes
