Rank,Last Name and First Name,Points,Debut
1,MALYSZ Adam,1531.0,no
2,SCHMITT Martin,1173.0,no
3,JUSSILAINEN Risto,938.0,no
4,KASAI Noriaki,728.0,no
5,AHONEN Janne,686.0,no
6,HAUTAMAEKI Matti,648.0,no
7,LOITZL Wolfgang,614.0,no
8,HORNGACHER Stefan,566.0,no
9,HANNAWALD Sven,462.0,no
10,SOININEN Jani,394.0,no
11,INGEBRIGTSEN Tommy,391.0,no
12,WIDHOELZL Andreas,388.0,no
13,HOELLWARTH Martin,374.0,no
14,GOLDBERGER Andreas,373.0,no
15,HAUTAMAEKI Jussi,328.0,no
16,MIYAHIRA Hideharu,302.0,no
17,KANTEE Ville,283.0,no
18,LINDSTROEM Veli-Matti,277.0,yes
19,RADELJ Jure,265.0,no
20,YOSHIOKA Kazuya,237.0,no
21,NIEMINEN Toni,230.0,no
22,UHRMANN Michael,184.0,no
23,LOEFFLER Frank,180.0,no
24,MEDVED Igor,179.0,yes
25,DUFFNER Christof,173.0,no
26,HARADA Masahiko,167.0,no
27,CECON Roberto,159.0,no
28,LJOEKELSOEY Roar,151.0,no
29,DOENNEM Olav Magne,148.0,no
30,FUNAKI Kazuyoshi,144.0,no
31,MATEJA Robert,133.0,no
31,STENSRUD Henning,133.0,no
33,VASSILIEV Dimitri,129.0,no
34,SCHWARZENBERGER Reinhard,120.0,no
35,JANDA Jakub,113.0,no
36,KOCH Martin,109.0,no
37,JAAFS Kristoffer,107.0,no
38,KIURU Tami,99.0,no
39,ZONTA Peter,96.0,no
40,HERR Alexander,94.0,no
41,NAKAMURA Kazuhiro,91.0,no
42,FREIHOLZ Sylvain,89.0,no
42,SKUPIEN Wojciech,89.0,no
44,KAISER Stefan,76.0,yes
45,SOLEM Morten,73.0,yes
46,DESSUM Nicolas,68.0,no
47,FRAS Damjan,66.0,no
48,KUETTEL Andreas,63.0,no
49,OKABE Takanobu,57.0,no
50,JAEKLE Hansjoerg,54.0,no
51,SPAETH Georg,52.0,yes
52,STEINAUER Marco,48.0,no
53,BARDAL Anders,47.0,yes
54,FETTNER Manuel,45.0,yes
55,ALBORN Alan Jacob,42.0,no
56,WATASE Yuta,35.0,no
57,AUDENRIETH Roland,29.0,no
58,HLAVA Jakub,26.0,no
59,STOERL Dennis,25.0,yes
60,OTTESEN Lasse,23.0,no
61,BRENDEN Kristian,21.0,no
62,MUNTERS Johan,19.0,yes
62,SAKALA Jaroslav,19.0,no
64,HUUSKONEN Lassi,16.0,yes
64,URH-ZUPAN Primoz,16.0,no
66,LIE Haavard,14.0,no
67,OKAMURA Sota,12.0,yes
68,FUKITA Yukitaka,10.0,no
68,HAKOLA Lauri,10.0,no
70,FATCHULLIN Ildar,9.0,yes
70,KOBELEV Valery,9.0,no
72,REICHEL Frank,8.0,no
73,AAGHEIM Morten,5.0,no
73,METZLER Bernhard,5.0,no
75,GRILLHOESL Christoph,4.0,yes
76,CHOI Heung-Chul,3.0,no
76,KALINITSCHENKO Anton,3.0,yes
76,KRUCZEK Lukasz,3.0,no
79,BAUMGARTNER Andreas,2.0,yes
79,SALMINEN Pekka,2.0,no
81,DOLEZAL Michal,1.0,no
81,NEUMAYER Michael,1.0,yes
