Rank,Last Name and First Name,Points,Debut
1,GOLDBERGER Andreas,206.0,no
2,SAKALA Jaroslav,185.0,no
3,KASAI Noriaki,172.0,no
4,RATHMAYR Werner,171.0,no
5,BREDESEN Espen,151.0,no
6,DUFFNER Christof,121.0,no
7,MOLLARD Didier,114.0,no
8,HORNGACHER Stefan,78.0,no
9,HAIM Werner,71.0,no
10,MYRBAKKEN Bjoern,63.0,yes
11,WEISSFLOG Jens,61.0,no
12,DELAUP Steve,59.0,no
13,HOELLWARTH Martin,55.0,no
13,OTTESEN Lasse,55.0,no
15,HAKALA Vaesa,47.0,no
16,HARADA Masahiko,46.0,no
17,PARMA Jiri,45.0,no
18,LUNARDI Ivan,40.0,no
19,KUTTIN Heinz,39.0,no
20,HIGASHI Akira,37.0,no
21,PETEK Franci,35.0,no
22,FRANC Urban,33.0,yes
23,VETTORI Ernst,30.0,no
24,OKABE Takanobu,29.0,yes
25,ZUPAN Matjaz,28.0,no
26,MARTINSSON Mikael,27.0,no
27,JEAN-PROST Nicolas,26.0,no
28,ZUEND Stephan,25.0,no
29,BERG Oyvind,24.0,no
30,YASUZAKI Naoki,21.0,yes
31,REINTHALER Christian,20.0,yes
32,ASHIMOTO Yuhji,19.0,yes
32,NISHIKATA Jinya,19.0,no
34,VODNEV Dionis,15.0,no
35,BRENDRYEN Helge,14.0,yes
35,MOSER Christian,14.0,yes
37,JEZ Frantisek,13.0,no
38,GAY Jerome,12.0,yes
39,CECON Roberto,11.0,no
39,GODER Tomas,11.0,no
39,SOININEN Jani,11.0,yes
42,SCHERER Andreas,10.0,no
42,THOMA Dieter,10.0,no
42,TRUNZ Martin,10.0,no
45,KLADNIK Matjaz,8.0,yes
46,KOMOVEC Saso,7.0,yes
46,MEGLIC Robert,7.0,yes
46,REUTELER Bruno,7.0,yes
46,SVAGERKO Martin,7.0,no
50,AHONEN Janne,5.0,yes
50,DEIMEL Jens,5.0,yes
50,NIEMINEN Toni,5.0,no
53,LJOEKELSOEY Roar,4.0,yes
54,DIESS Alexander,2.0,yes
54,GOSTISA Samo,2.0,no
54,POINTNER Alexander,2.0,no
54,SCHUSTER Werner,2.0,no
54,WANGLER Timo,2.0,yes
59,BIELCIK Marian,1.0,yes
59,DLUHOS Ladislav,1.0,no
59,ESIN Michail,1.0,no
59,HAPPONEN Olli,1.0,yes
59,SAKURAI Hitoshi,1.0,yes
59,SIEGMUND Gerd,1.0,yes
59,STOECKL Alexander,1.0,yes
59,VAEAETAEINEN Janne,1.0,yes
