Rank,Last Name and First Name,Points,Debut
1,WEISSFLOG Jens,230.0,no
2,NYKAENEN Matti,217.0,no
3,PLOC Pavel,148.0,no
4,HASTINGS Jeff,123.0,no
5,PARMA Jiri,122.0,no
6,ULAGA Primoz,120.0,no
7,OSTWALD Klaus,119.0,no
8,BULAU Horst,102.0,no
9,PUIKKONEN Jari,101.0,no
10,OPAAS Vegard,96.0,no
11,KOGLER Armin,85.0,no
12,BAUER Andreas,80.0,no
12,BERGERUD Per,80.0,no
14,PODZIMEK Vladimir,76.0,yes
15,FELDER Andi,75.0,no
16,KOKKONEN Pentti,64.0,no
17,FIJAS Pjotr,57.0,no
18,HIRNER Adolf,56.0,no
19,VETTORI Ernst,45.0,no
20,AHONEN Veli-Matti,43.0,yes
21,DLUHOS Ladislav,42.0,yes
22,FIDJESTOEL Ole Gunnar,41.0,no
22,HOLLAND Mike,41.0,no
24,AKIMOTO Masahiro,40.0,no
24,BERG Rolf Age,40.0,no
24,STEINER Manfred,40.0,no
27,EIDHAMMER Ole-Christian,39.0,no
27,FINDEISEN Ulf,39.0,no
29,FREITAG Holger,38.0,no
30,TOMASI Lido,37.0,no
31,SCHALLERT Richard,34.0,no
32,STANNARIUS Stefan,32.0,no
32,SUMI Hansjörg,32.0,no
34,ASPHOL Halvor,31.0,no
35,TEPES Miran,27.0,no
36,ESSER Fritz,23.0,yes
37,WALLNER Hans,21.0,no
38,COLIN Gerard,20.0,no
38,PUSENIUS Markku,20.0,no
38,STJERNEN Johan,20.0,yes
41,WIEGELE Franz,19.0,yes
42,MALIK Janusz,18.0,yes
42,ROHWEIN Peter,18.0,no
44,BRAATEN Steinar,17.0,no
45,KALSO Jukka,15.0,no
45,MCGRANE Dennis,15.0,no
45,RUUD Roger,15.0,no
48,PIAZZINI Fabrice,14.0,yes
49,RICHARDS Ron,13.0,no
49,YLIPULLI Tuomo,13.0,no
51,PROKOPENKO Gennadi,11.0,no
52,BUSE Mathias,10.0,no
52,DECKERT Manfred,10.0,no
52,ERAT Paul,10.0,yes
52,HAUSWIRTH Christian,10.0,yes
52,JELENSKI Jan,10.0,no
52,JOHANSEN Vidar,10.0,yes
52,KLAUSER Thomas,10.0,no
59,BAJC Vasja,8.0,no
59,LANDIS Arnold,8.0,yes
61,BENUM Boerge,6.0,yes
61,PALMER Zane,6.0,yes
61,RIGONI Massimo,6.0,no
61,WALDVOGEL Georg,6.0,no
65,DOLAR Thomas,5.0,yes
65,MATSUHASHI Saturu,5.0,no
67,BOLL Uli,4.0,no
67,BROWN David,4.0,yes
69,BREITSCHEV Vladimir,3.0,yes
69,COLLINS Steve,3.0,no
69,GROYER Alfred,3.0,no
69,KONOPACKE Mark,3.0,no
69,NEUPER Hubert,3.0,no
69,YAGI Hirokazu,3.0,no
75,LOTRIC Rajko,2.0,no
75,TAKAHASHI Masahiko,2.0,yes
77,GOLOVTSCHIKOV Juri,1.0,yes
77,HASSELBERGER Thomas,1.0,yes
77,RESCH Raimund,1.0,yes
77,WATASE Yataro,1.0,yes
77,ZUEHLKE Reed,1.0,no
