Rank,Last Name and First Name,Points,Debut
1,MORGENSTERN Thomas,1794.0,no
2,SCHLIERENZAUER Gregor,1561.0,no
3,AHONEN Janne,1291.0,no
4,HILDE Tom,1228.0,no
5,BARDAL Anders,942.0,no
6,JACOBSEN Anders,827.0,no
7,KUETTEL Andreas,778.0,no
8,HAPPONEN Janne,755.0,no
9,AMMANN Simon,728.0,no
10,LOITZL Wolfgang,715.0,no
11,ROMOEREN Bjoern Einar,690.0,no
12,MALYSZ Adam,632.0,no
13,KOFLER Andreas,627.0,no
14,KOCH Martin,569.0,no
15,DAMJAN Jernej,522.0,no
16,NEUMAYER Michael,507.0,no
17,KOUDELKA Roman,411.0,no
18,VASSILIEV Dimitry,288.0,no
19,HAUTAMAEKI Matti,273.0,no
19,SCHMITT Martin,273.0,no
21,PAULI Arthur,261.0,no
22,KORNILOV Denis,247.0,no
23,LAZZARONI David,239.0,no
24,CHEDAL Emmanuel,234.0,no
25,KRANJEC Robert,233.0,no
26,OLLI Harri,210.0,no
27,UHRMANN Michael,185.0,no
28,TAKEUCHI Taku,180.0,no
29,FETTNER Manuel,160.0,no
30,STOCH Kamil,157.0,no
31,ITO Daiki,133.0,no
32,KARELIN Pavel,129.0,yes
33,PETTERSEN Sigurd,128.0,no
34,KASAI Noriaki,122.0,no
35,TOCHIMOTO Shohhei,109.0,yes
36,SPAETH Georg,106.0,no
37,BYSTOEL Lars,99.0,no
37,LJOEKELSOEY Roar,99.0,no
39,COLLOREDO Sebastian,76.0,no
40,PETERKA Primoz,72.0,no
41,CIKL Martin,60.0,yes
42,LANDERT Guido,46.0,no
43,HAJEK Antonin,44.0,no
44,MATURA Jan,39.0,no
45,HOCKE Stephan,38.0,no
46,ZHAPAROV Radik,36.0,no
47,SEDLAK Borek,35.0,no
47,STENSRUD Henning,35.0,no
49,JANDA Jakub,29.0,no
49,KEITURI Kalle,29.0,no
51,AARAAS Jon,28.0,no
52,LAPPI Arttu,27.0,no
53,HOELLWARTH Martin,26.0,no
53,VILBERG Andreas,26.0,yes
55,MUELLER Roland,23.0,no
56,ROSLIAKOV Ilja,21.0,no
56,TEPES Jurij,21.0,yes
58,DESCOMBES SEVOIE Vincent,18.0,no
58,INNAUER Mario,18.0,no
58,KARPENKO Nikolay,18.0,no
58,LINDSTROEM Veli-Matti,18.0,no
58,YUMOTO Fumihisa,18.0,no
63,BOGATAJ Jure,16.0,no
63,IPATOV Dimitry,16.0,yes
63,OKABE Takanobu,16.0,no
66,MORASSI Andrea,15.0,no
66,SCHNEIDER Balthasar,15.0,no
68,FREUND Severin,12.0,yes
68,HAUTAMAEKI Jussi,12.0,no
68,KALTENBOECK Bastian,12.0,yes
71,WANK Andreas,11.0,no
72,HULA Stefan,10.0,no
72,NIEMI Sami,10.0,yes
74,AREN Andreas,8.0,no
75,HIGASHI Akira,7.0,no
76,CHOI Heung-Chul,6.0,no
76,RITZERFELD Joerg,6.0,no
78,BACHLEDA Marcin,5.0,no
78,PIKL Primoz,5.0,no
80,KAISER Stefan,3.0,no
80,WATASE Yuta,3.0,no
82,LARINTO Ville,2.0,yes
82,MAZOCH Jiri,2.0,yes
84,ERIKSON Johan,1.0,yes
