Rank,Last Name and First Name,Points,Debut
1,BOKLOEV Jan,247.0,no
2,WEISSFLOG Jens,192.0,no
3,THOMA Dieter,167.0,no
4,FIDJESTOEL Ole Gunnar,145.0,no
5,NIKKOLA Ari-Pekka,136.0,no
6,KJOERUM Jon-Inge,133.0,no
7,LAAKONEN Risto,132.0,no
8,VETTORI Ernst,125.0,no
9,NYKAENEN Matti,106.0,no
10,HEUMANN Josef,84.0,no
11,HOLLAND Mike,81.0,no
12,DLUHOS Ladislav,79.0,no
13,CECON Roberto,58.0,no
14,FELDER Andreas,56.0,no
15,OPAAS Vegard,55.0,no
16,PARMA Jiri,54.0,no
17,NEULAENDTNER Franz,50.0,no
18,PUIKKONEN Jari,45.0,no
19,KLAUSER Thomas,42.0,no
19,PLOC Pavel,42.0,no
21,JOHANSSEN Kent,41.0,yes
21,SUORSA Pekka,41.0,no
23,BAUER Andreas,39.0,no
23,HAIM Werner,39.0,no
25,JOHNSEN Erik,37.0,no
25,SVAGERKO Martin,37.0,no
27,BRAATEN Clas Brede,36.0,no
28,HUNGER Heiko,32.0,no
29,MALEC Jiri,29.0,no
29,ZUECHNER Ingo,29.0,yes
31,STRANNER Günther,27.0,no
32,LOTRIC Rajko,26.0,no
33,ZUPAN Matjaz,24.0,no
34,DEBELAK Matjaz,21.0,no
34,JOHANSEN Magne,21.0,yes
34,KOWAL Jan,21.0,no
37,LUNARDI Virginio,19.0,no
37,RAUSCHMEIER Andi,19.0,yes
39,KUTTIN Heinz,18.0,no
40,DEBELAK Janez,16.0,no
41,ULAGA Primoz,13.0,no
42,TEPES Miran,12.0,no
43,HAUSWIRTH Christian,11.0,no
44,EIDHAMMER Ole-Christian,10.0,no
45,ESIN Michail,9.0,yes
45,LACEDELLI Antonio,9.0,no
45,LESSER Ingo,9.0,no
45,REYMOND Pascal,9.0,no
45,RICHARDS Ron,9.0,no
50,MARTINSSON Mikael,8.0,no
50,SCHILLI Rolf,8.0,no
52,HIGASHI Akira,7.0,yes
52,LEHMANN Christoph,7.0,no
52,PODZIMEK Vladimir,7.0,no
52,SAKALA Jaroslav,7.0,yes
52,WIEGELE Franz,7.0,no
57,KUSTOV Pavel,6.0,yes
57,SCHUSTER Werner,6.0,no
57,TAELLBERG Staffan,6.0,no
60,GOLOVTSCHIKOV Juri,5.0,no
61,DANEK Miroslav,4.0,yes
61,POLAK Miroslav,4.0,no
61,SAMBUGARO Sandro,4.0,no
64,BREITSCHEV Vladimir,2.0,no
64,MANABU Nikaidoh,2.0,yes
64,MOLLARD Didier,2.0,no
67,FINDEISEN Ulf,1.0,no
67,TANAKA Shinichi,1.0,no
