Rank,Last Name and First Name,Points,Debut
1,NYKAENEN Matti,282.0,no
2,PLOC Pavel,187.0,no
3,ULAGA Primoz,127.0,no
4,PARMA Jiri,125.0,no
5,VETTORI Ernst,114.0,no
6,WEISSFLOG Jens,111.0,no
7,JOHNSEN Erik,106.0,no
8,TEPES Miran,96.0,no
9,FIDJESTOEL Ole Gunnar,82.0,no
10,BOKLOEV Jan,64.0,no
11,BAUER Andreas,61.0,no
12,OPAAS Vegard,60.0,no
12,TAELLBERG Staffan,60.0,yes
14,EIDHAMMER Ole-Christian,57.0,no
15,THOMA Dieter,56.0,no
16,KJOERUM Jon-Inge,53.0,no
17,HEUMANN Josef,44.0,no
18,WIEGELE Franz,43.0,no
19,NIKKOLA Ari-Pekka,41.0,no
20,LOTRIC Rajko,40.0,no
20,PUIKKONEN Jari,40.0,no
22,HAUSWIRTH Christian,39.0,no
23,FELDER Andi,38.0,no
24,DLUHOS Ladislav,33.0,no
25,KUTTIN Heinz,32.0,yes
26,SCHUSTER Werner,30.0,yes
26,STJERNEN Hroar,30.0,no
26,YLIPULLI Tuomo,30.0,no
29,HOLLAND Mike,29.0,no
30,BULAU Horst,28.0,no
30,SVAGERKO Martin,28.0,no
32,LEDERER Remo,26.0,no
32,STRANNER Günther,26.0,no
32,YLIPULLI Heikki,26.0,no
35,STROHMAIER Oliver,25.0,no
35,SUORSA Pekka,25.0,no
37,MALEC Jiri,24.0,no
38,NOKELAINEN Kai,22.0,no
39,DEBELAK Matjaz,21.0,no
40,MOLLARD Didier,20.0,no
40,PIAZZINI Fabrice,20.0,no
42,COLLINS Steve,18.0,no
43,JOHANSEN Jouni,17.0,no
44,AASTROEM Magnus,15.0,yes
44,GILLMANN Todd,15.0,yes
46,KLAUSER Thomas,14.0,no
47,LAAKONEN Risto,13.0,no
48,LEHMANN Christoph,12.0,yes
48,TAELLBERG Per-Inge,12.0,no
50,HAIM Werner,11.0,yes
50,LUNARDI Virginio,11.0,no
52,CECON Roberto,10.0,yes
52,KOPAC Robert,10.0,yes
54,MARTINSSON Mikael,9.0,yes
55,FIJAS Pjotr,8.0,no
55,HUNGER Heiko,8.0,yes
55,NIEMINEN Anssi,8.0,no
55,TROEN Jan Henrik,8.0,no
59,FINDEISEN Ulf,7.0,no
59,RICHARDS Ron,7.0,no
59,SAMBUGARO Sandro,7.0,no
63,BALANCHE Gérard,6.0,no
64,DAUN Anders,5.0,no
64,KATSUSHI T.,5.0,yes
64,MAKALA V.,5.0,yes
64,ROHWEIN Peter,5.0,no
64,VERVEIKIN Andzey,5.0,no
69,DOLAR Thomas,4.0,no
69,KONOPACKE Mark,4.0,no
71,BRAATEN Steinar,2.0,no
71,BREITSCHEV Vladimir,2.0,no
71,PERSSON Halvor,2.0,no
74,KLIMOWSKI Zbigniew,1.0,yes
74,KYLMAEAHO Kimmo,1.0,no
74,OKRAFFKA Udo,1.0,yes
