Rank,Last Name and First Name,Points,Debut
1,MALYSZ Adam,1453.0,no
2,JACOBSEN Anders,1319.0,yes
3,AMMANN Simon,1167.0,no
4,SCHLIERENZAUER Gregor,956.0,no
5,KUETTEL Andreas,804.0,no
6,MORGENSTERN Thomas,756.0,no
7,KOFLER Andreas,727.0,no
8,AHONEN Janne,539.0,no
9,HAUTAMAEKI Matti,526.0,no
10,UHRMANN Michael,524.0,no
11,VASSILIEV Dimitry,523.0,yes
12,KOCH Martin,521.0,no
13,LOITZL Wolfgang,476.0,no
14,LJOEKELSOEY Roar,474.0,no
15,LAPPI Arttu,466.0,no
16,BARDAL Anders,418.0,no
17,SCHMITT Martin,355.0,no
18,HOELLWARTH Martin,284.0,no
19,KORNILOV Denis,282.0,no
20,HILDE Tom,281.0,no
21,IPATOV Dimitri,260.0,no
22,JANDA Jakub,253.0,no
23,DAMJAN Jernej,225.0,no
24,PETTERSEN Sigurd,210.0,no
25,RITZERFELD Joerg,187.0,no
26,KASAI Noriaki,182.0,no
27,KRANJEC Robert,179.0,no
28,OLLI Harri,176.0,no
29,ROMOEREN Bjoern Einar,174.0,no
30,STOCH Kamil,168.0,no
31,INNAUER Mario,161.0,yes
32,HAJEK Antonin,160.0,no
33,WIDHOELZL Andreas,158.0,no
34,LINDSTROEM Veli-Matti,130.0,no
35,PAULI Arthur,118.0,yes
36,URBANC Rok,114.0,no
37,PIKL Primoz,110.0,no
38,MORASSI Andrea,97.0,no
39,KOUDELKA Roman,87.0,yes
40,KIURU Tami,74.0,no
41,HAPPONEN Janne,68.0,no
42,SOLEM Morten,63.0,no
43,SCHNEIDER Balthasar,59.0,no
44,LAZZARONI David,56.0,no
45,STENSRUD Henning,55.0,no
45,ZHAPAROV Radik,55.0,no
47,ULMER Christian,54.0,yes
48,FETTNER Manuel,48.0,no
49,COLLOREDO Sebastian,47.0,no
50,NEUMAYER Michael,45.0,no
51,LANDERT Guido,43.0,no
52,OKABE Takanobu,42.0,no
53,ROSLIAKOV Ilja,41.0,no
54,HAKOLA Lauri,35.0,no
55,HAUTAMAEKI Jussi,34.0,no
55,ZYLA Piotr,34.0,no
57,MATURA Jan,33.0,no
58,KEITURI Kalle,29.0,no
59,MOELLINGER Michael,28.0,no
60,DESCOMBES SEVOIE Vincent,26.0,yes
60,HULA Stefan,26.0,no
60,ITO Daiki,26.0,no
63,AREN Andreas,21.0,yes
63,BENKOVIC Rok,21.0,no
65,HOCKE Stephan,16.0,no
65,MAZOCH Jan,16.0,no
65,TAKEUCHI Taku,16.0,yes
68,MUELLER Roland,15.0,no
69,SPAETH Georg,14.0,no
70,CHEDAL Emmanuel,13.0,no
71,KARPENKO Nikolay,12.0,yes
72,CHOI Yong-Jik,11.0,no
72,HORLACHER Kevin,11.0,yes
74,CHOI Heung-Chul,10.0,no
74,READ Stefan,10.0,no
76,BYSTOEL Lars,9.0,no
77,AARAAS Jon,7.0,no
77,CHAADAEV Petr,7.0,yes
77,THURNBICHLER Stefan,7.0,no
77,ZONTA Peter,7.0,no
81,PETERKA Primoz,6.0,no
82,HLAVA Lukas,5.0,yes
82,ITO Kenshiro,5.0,yes
82,SINKOVEC Jure,5.0,no
85,GRIMHOLM Isak,4.0,yes
85,MATEJA Robert,4.0,no
87,WANK Andreas,3.0,yes
88,BODMER Pascal,2.0,yes
88,LIEGL Florian,2.0,no
90,SALUMAE Jens,1.0,no
