Rank,Last Name and First Name,Points,Debut
1,SCHLIERENZAUER Gregor,1620.0,no
2,BARDAL Anders,999.0,no
3,STOCH Kamil,953.0,no
4,FREUND Severin,923.0,no
5,JACOBSEN Anders,878.0,no
6,KRANJEC Robert,802.0,no
7,PREVC Peter,744.0,no
8,FREITAG Richard,736.0,no
9,NEUMAYER Michael,678.0,no
10,MATURA Jan,631.0,no
11,HILDE Tom,618.0,no
12,LOITZL Wolfgang,592.0,no
13,TEPES Jurij,571.0,no
14,AMMANN Simon,553.0,no
15,ZYLA Piotr,485.0,no
16,HVALA Jaka,480.0,no
17,KOFLER Andreas,473.0,no
18,KOT Maciej,460.0,no
19,STJERNEN Andreas,418.0,no
20,WELLINGER Andreas,393.0,yes
21,TAKEUCHI Taku,381.0,no
22,VASSILIEV Dimitry,372.0,no
23,VELTA Rune,337.0,no
24,KASAI Noriaki,328.0,no
25,MORGENSTERN Thomas,312.0,no
26,FANNEMEL Anders,298.0,no
26,ITO Daiki,298.0,no
28,WANK Andreas,287.0,no
29,KOCH Martin,219.0,no
30,FETTNER Manuel,211.0,no
31,KRAFT Stefan,202.0,yes
32,KORNILOV Denis,190.0,no
33,ZOGRAFSKI Vladimir,183.0,no
34,HAYBOECK Michael,163.0,no
35,HLAVA Lukas,159.0,no
36,KUBACKI Dawid,142.0,yes
37,COLLOREDO Sebastian,111.0,no
38,MIETUS Krzysztof,103.0,no
39,SCHMITT Martin,98.0,no
40,SHIMIZU Reruhi,94.0,yes
41,GEIGER Karl,86.0,yes
42,DESCOMBES SEVOIE Vincent,85.0,no
43,MECHLER Maximilian,66.0,no
44,DESCHWANDEN Gregor,58.0,yes
45,HAJEK Antonin,56.0,no
46,ASIKAINEN Lauri,50.0,yes
47,KOZISEK Cestmir,46.0,yes
48,PUNGERTAR Matjaz,45.0,yes
49,KOUDELKA Roman,40.0,no
49,NURMSALU Kaarel,40.0,yes
51,QUECK Danny,37.0,yes
52,ROSLIAKOV Ilja,31.0,no
53,WATASE Yuta,30.0,no
54,HULA Stefan,28.0,no
55,BOYD-CLOWES Mackenzie,27.0,no
56,ELVERUM SORSELL Kim Rene,25.0,no
57,POGRAJC Andraz,22.0,yes
58,FRENETTE Peter,21.0,no
58,MUOTKA Olli,21.0,no
60,KOBAYASHI Junshiro,17.0,no
61,ROMASHOV Alexey,14.0,yes
62,JANDA Jakub,13.0,no
63,KRAUS Marinus,12.0,yes
63,MORASSI Andrea,12.0,no
65,ZIOBRO Jan,11.0,yes
66,HAPPONEN Janne,9.0,no
66,SWENSEN Vegard,9.0,yes
68,BJERKEENGEN Fredrik,8.0,yes
68,INGVALDSEN Ole Marius,8.0,no
68,SAKUYAMA Kento,8.0,no
68,SCHOFT Felix,8.0,no
68,ZNISZCZOL Aleksander,8.0,no
73,LARINTO Ville,7.0,no
73,MUELLER Lukas,7.0,no
75,MURANKA Klemens,6.0,no
76,BRESADOLA Davide,5.0,no
77,ROENSEN Atle Pedersen,4.0,no
78,GRIMSRUD Simen Key,3.0,yes
79,KALINITSCHENKO Anton,2.0,no
79,WATANABE Hiroaki,2.0,yes
81,BIEGUN Krzysztof,1.0,yes
