Rank,Last Name and First Name,Points,Debut
1,SCHMITT Martin,1833.0,no
2,WIDHOELZL Andreas,1452.0,no
3,AHONEN Janne,1437.0,no
4,HANNAWALD Sven,1065.0,no
5,GOLDBERGER Andreas,1034.0,no
6,KANTEE Ville,836.0,no
7,SOININEN Jani,734.0,no
8,HORNGACHER Stefan,624.0,no
8,JUSSILAINEN Risto,624.0,no
10,MIYAHIRA Hideharu,567.0,no
11,HARADA Masahiko,545.0,no
12,OTTESEN Lasse,535.0,no
13,INGEBRIGTSEN Tommy,494.0,no
14,FUNAKI Kazuyoshi,475.0,no
15,KASAI Noriaki,436.0,no
16,HOELLWARTH Martin,347.0,no
17,HAUTAMAEKI Matti,341.0,no
18,UHRMANN Michael,283.0,no
19,DESSUM Nicolas,282.0,no
20,SAITOH Hiroya,264.0,no
21,JAEKLE Hansjoerg,262.0,no
22,LOITZL Wolfgang,251.0,no
23,CECON Roberto,236.0,no
24,ZONTA Peter,234.0,no
25,LAITINEN Mika Antero,232.0,no
26,HAUTAMAEKI Jussi,230.0,no
27,DOLEZAL Michal,220.0,no
28,MALYSZ Adam,214.0,no
29,LJOEKELSOEY Roar,213.0,no
30,SCHWARZENBERGER Reinhard,208.0,no
31,LOEFFLER Frank,193.0,no
32,NISHISHITA Kazuki,172.0,no
33,OKABE Takanobu,130.0,no
34,SIEGMUND Gerd,114.0,no
35,HERR Alexander,109.0,no
36,STENSRUD Henning,96.0,no
37,KIURU Tami,93.0,no
38,SKUPIEN Wojciech,86.0,no
39,SALMINEN Pekka,81.0,no
40,STEINAUER Marco,75.0,no
41,FRAS Damjan,74.0,no
42,VASSILIEV Dimitri,67.0,yes
43,METZLER Bernhard,53.0,yes
44,MATEJA Robert,52.0,no
45,AAGHEIM Morten,46.0,no
45,AMMANN Simon,46.0,no
45,CHOI Heung-Chul,46.0,no
48,GAY Jerome,45.0,no
49,DUFFNER Christof,37.0,no
49,KOCH Martin,37.0,no
49,LUNARDI Ivan,37.0,no
49,URH-ZUPAN Primoz,37.0,no
53,FREIHOLZ Sylvain,35.0,no
54,ALBORN Alan Jacob,34.0,no
55,REUTELER Bruno,33.0,no
56,HLAVA Jakub,32.0,no
57,KUETTEL Andreas,26.0,no
58,NORCIC Bine,23.0,no
59,HOERL Thomas,22.0,yes
60,VRHOVNIK Blaz,21.0,no
61,YOSHIOKA Kazuya,20.0,no
62,HORNSCHUH Ronny,19.0,no
63,KRUCZEK Lukasz,18.0,no
64,WATASE Yuta,16.0,no
65,SNELI Arne,14.0,yes
65,SUCHACEK Jakub,14.0,no
67,PETERKA Primoz,13.0,no
67,SAKALA Jaroslav,13.0,no
69,EBENHOCH Fabian,10.0,no
70,ANDERSEN David,8.0,yes
70,CHEDAL Emmanuel,8.0,yes
70,JANDA Jakub,8.0,no
73,DOENNEM Olav Magne,6.0,no
73,SANDAKER Jon Petter,6.0,no
75,DORAN Brendan,5.0,yes
76,KIM Hyun-Ki,4.0,yes
76,NAKAMURA Kazuhiro,4.0,no
76,SNELI Tore S.,4.0,yes
79,BREDESEN Espen,1.0,no
79,BRENNA Wilhelm,1.0,no
79,EBERL Reinhard,1.0,yes
