Rank,Last Name and First Name,Points,Debut
1,IRASCHKO Daniela,1445.0,no
2,MATTEL Coline,1100.0,no
3,LOGAR Eva,704.0,no
4,FAISST Melanie,697.0,no
5,SEIFRIEDSBERGER Jacqueline,629.0,no
6,JEROME Jessica,598.0,no
7,GRAESSLER Ulrike,567.0,no
8,SEYFARTH Juliane,543.0,no
9,VAN Lindsey,519.0,no
10,VTIC Maja,506.0,no
11,TAKANASHI Sara,411.0,no
12,RUNGGALDIER Elena,338.0,no
13,ROGELJ Spela,335.0,no
14,HAEFELE Anna,310.0,no
15,TEPES Anja,301.0,no
16,SAGEN Anette,296.0,no
17,ITO Yuki,292.0,yes
18,DEMETZ Lisa,272.0,no
19,BOGATAJ Ursa,244.0,no
20,JAHR Line,239.0,no
21,HENDRICKSON Sarah,237.0,no
22,WATASE Ayumi,212.0,no
23,INSAM Evelyn,206.0,no
24,HUGHES Abby,193.0,no
25,VUIK Wendy,187.0,no
26,MOHR Jenna,181.0,no
27,JOHNSON Alissa,180.0,no
28,KEIL Katharina,176.0,no
29,KYKKAENEN Julia,171.0,no
30,ROIDER Cornelia,167.0,no
31,VOGT Carina,154.0,no
32,KASAI Yoshiko,147.0,no
33,DOLEZELOVA Michaela,131.0,no
34,WINDMUELLER Sabrina,128.0,no
35,PUSTKOVA Vladena,115.0,no
36,KLINEC Ema,106.0,yes
37,HENRICH Taylor,100.0,no
38,LUNDBY Maren,98.0,no
39,ENGER Gyda,89.0,no
40,RUPPRECHT Anna,77.0,no
41,WUERTH Svenja,71.0,no
42,D AGOSTINA Roberta,67.0,no
43,KUSTOVA Alexandra,56.0,yes
44,WINDMUELLER Bigna,50.0,no
45,SPRAKEHAUG Silje,46.0,no
46,MIKOVA Lucie,43.0,no
46,MITCHELL Charlotte,43.0,no
48,TAKTAEVA Irina,42.0,no
48,SRSEN Julija,42.0,yes
50,KLINEC Barbara,41.0,no
51,STRAUB Ramona,38.0,no
52,TANAKA Atsuko,36.0,no
53,ENGLUND Nita,29.0,no
54,HIRAYAMA Yurika,26.0,no
55,POGRAJC Manja,25.0,no
55,STARE Agata,25.0,yes
57,CLAIR Julia,23.0,no
57,VESCHEKOVA Anastasiya,23.0,yes
59,TIKHONOVA Sofya,20.0,yes
60,STEEN HANSEN Synne,19.0,no
61,SAWAYA Natsuka,18.0,no
62,LEMARE Lea,15.0,no
62,TAKEDA Ayuka,15.0,no
64,KOASA Seiko,14.0,no
65,IWABUCHI Kaori,13.0,no
65,POCK Verena,13.0,no
67,LI Xueyao,12.0,yes
67,MATSUHASHI Aki,12.0,no
67,ALTHAUS Katharina,12.0,no
67,SCHOITSCH Sonja,12.0,yes
71,KITAMURA Saki,11.0,no
72,HAGEMOEN Jenny Synnove,10.0,yes
72,KARLENGEN Silje,10.0,yes
72,SHIGENO Misaki,10.0,no
75,YAMADA Yurina,9.0,no
76,CUI Linlin,8.0,yes
76,MA Tong,8.0,yes
76,YAMAGUCHI Mizuki,8.0,no
79,KABE Erina,7.0,no
80,JI Cheng,6.0,yes
80,WIEGELE Liza,6.0,yes
82,MARUYAMA Jun,5.0,yes
82,ZOTOVA Maria,5.0,yes
84,FUEKI Misa,3.0,no
85,CHANG Xinyue,2.0,yes
85,IWASA Haruka,2.0,yes
87,ARDOVINO Avery,1.0,no
87,GIANMOENA Veronica,1.0,yes
87,KOBAYASHI Yuka,1.0,no
87,LUSSI Nina,1.0,no
87,HARALAMBIE Dana Vasilica,1.0,yes
