Rank,Last Name and First Name,Points,Debut
1,PREVC Nika,2676,false
2,MARUYAMA Nozomi,1870,false
3,STROEM Anna Odine,1628,false
4,EDER Lisa,1417,false
5,FREITAG Selina,1248,false
6,STRATE Abigail,1202,false
7,REISCH Agnes,1058,false
8,KVANDAL Eirin Maria,980,false
9,TAKANASHI Sara,931,false
10,VODAN Nika,916,false
11,TRAASERUD Heidi Dyhre,910,false
12,SCHMID Katharina,801,false
13,ITO Yuki,701,false
14,MUEHLBACHER Julia,594,false
15,SETO Yuka,548,false
16,OPSETH Silje,512,false
17,ZENG Ping,434,true
18,SEYFARTH Juliane,423,false
19,WESTMAN Frida,412,false
20,MIYAJIMA Ringo,406,false
21,RAUTIONAHO Jenny,345,false
21,HANSEN Gyda Westvold,345,true
23,SIEFF Annika,324,false
24,TWARDOSZ Anna,229,false
25,PAGNIER Josephine,218,false
26,MIDTSKOGEN Ingvild,215,true
27,BELSHAW Annika,176,false
28,KOMAR Katra,142,false
29,JOHNSON Josie,140,false
30,HOLLANDT Anna,128,false
31,JONES Paige,118,false
32,ARNET Sina,117,false
33,INDRACKOVA Anezka,105,false
34,ULRICHOVA Klara,98,false
35,MAURER Nicole,95,false
35,KOVACIC Maja,95,true
37,SATO Yuzuki,89,false
38,DONG Bing,81,false
39,ICHINOHE Kurumi,75,false
40,HIRVONEN Heta,68,true
41,LIU Qi,58,false
41,ZANITZER Martina,58,true
43,KYKKAENEN Julia,52,false
44,KORHONEN Minja,50,true
45,KLINEC Ema,49,false
46,TOTH Daniela Vasilica,41,true
47,MATTILA Sofia,39,true
48,JESENKO Jerica,31,false
49,TERBOVSEK Taja,28,true
50,TORAZZA Emely,26,false
51,KAPUSTIKOVA Kira Maria,21,true
52,BELTOWSKA Pola,19,false
52,WANG Liangyao,19,false
52,ZHOU Shiyu,19,false
55,BODLAJ Taja,16,false
56,WADSAK Meghann,11,false
57,SAITO Yu,9,true
57,WENG Yangning,9,false
59,AIKIA Julia,7,true
60,SPROCH Sandra,5,true
60,THURE Oosa,5,true
60,KREIBICH Julina,5,true
60,NAKAYAMA Nagomi,5,false
64,WIEGELE Hannah,4,false
65,KOZLOVA Karina,3,true
66,KOMAR Tinkara,2,false
67,CHERVET Emma,1,false
67,HIRNER Lisa,1,true
