Rank,Last Name and First Name,Points,Debut
1,STOCH Kamil,1443.0,no
2,FREITAG Richard,1070.0,no
3,TANDE Daniel Andre,985.0,no
4,KRAFT Stefan,881.0,no
5,JOHANSSON Robert,840.0,no
6,WELLINGER Andreas,828.0,no
7,FORFANG Johann Andre,821.0,no
8,STJERNEN Andreas,665.0,no
9,KUBACKI Dawid,633.0,no
10,EISENBICHLER Markus,597.0,no
11,KOBAYASHI Junshiro,568.0,no
12,FANNEMEL Anders,500.0,no
13,HULA Stefan,431.0,no
14,GEIGER Karl,427.0,no
15,PREVC Peter,416.0,no
16,ZYLA Piotr,403.0,no
17,DAMJAN Jernej,379.0,no
18,LEYHE Stephan,327.0,no
19,AMMANN Simon,312.0,no
20,GRANERUD Halvor Egner,280.0,no
21,KOT Maciej,261.0,no
22,SEMENIC Anze,256.0,no
23,HAYBOECK Michael,245.0,no
24,KOBAYASHI Ryoyu,187.0,no
25,BARTOL Tilen,185.0,yes
26,KASAI Noriaki,164.0,no
27,FETTNER Manuel,137.0,no
28,HUBER Daniel,117.0,no
29,AIGNER Clemens,104.0,no
30,PASCHKE Pius,90.0,no
31,TAKEUCHI Taku,89.0,no
32,ZAJC Timi,88.0,yes
33,PREVC Domen,81.0,no
33,SCHMID Constantin,81.0,yes
35,SCHLIERENZAUER Gregor,77.0,no
36,WOLNY Jakub,73.0,no
37,POPPINGER Manuel,66.0,no
38,DESCHWANDEN Gregor,54.0,no
39,BICKNER Kevin,50.0,no
39,DEZMAN Nejc,50.0,no
41,LINDVIK Marius,49.0,yes
42,KORNILOV Denis,46.0,no
43,WANK Andreas,45.0,no
44,JELAR Ziga,43.0,yes
45,SATO Yukiya,41.0,yes
46,ASCHENWALD Philipp,34.0,no
47,BOYD-CLOWES Mackenzie,31.0,no
48,KOZISEK Cestmir,30.0,no
49,KRANJEC Robert,26.0,no
50,TEPES Jurij,22.0,no
51,ALTENBURGER Florian,20.0,no
52,ZOGRAFSKI Vladimir,15.0,no
53,NAGLIC Tomaz,14.0,no
54,AALTO Antti,13.0,yes
54,PAVLOVCIC Bor,13.0,no
54,PEIER Killian,13.0,no
57,KOUDELKA Roman,12.0,no
57,RHOADS William,12.0,yes
59,INSAM Alex,11.0,no
59,SIEGEL David,11.0,no
61,RINGEN Sondre,9.0,yes
61,WOHLGENANNT Ulrich,9.0,no
63,ITO Daiki,8.0,no
63,LEAROYD Jonathan,8.0,yes
65,KLIMOV Evgeniy,7.0,no
66,NOUSIAINEN Eetu,6.0,yes
67,DESCOMBES SEVOIE Vincent,4.0,no
68,STURSA Vojtech,3.0,no
69,LEITNER Clemens,2.0,yes
69,NAKAMURA Naoki,2.0,no
69,SCHULER Andreas,2.0,yes
69,VASSILIEV Dimitry,2.0,no
73,COLLOREDO Sebastian,1.0,no
73,PILCH Tomasz,1.0,yes
