Rank,Last Name and First Name,Points,Debut
1,BREDESEN Espen,1203.0,no
2,WEISSFLOG Jens,1110.0,no
3,GOLDBERGER Andreas,927.0,no
4,SAKALA Jaroslav,751.0,no
5,CECON Roberto,710.0,no
6,KASAI Noriaki,562.0,no
7,OKABE Takanobu,529.0,no
8,NISHIKATA Jinya,482.0,no
9,OTTESEN Lasse,421.0,no
10,AHONEN Janne,388.0,no
11,THOMA Dieter,350.0,no
12,KUTTIN Heinz,340.0,no
13,SIEGMUND Gerd,326.0,no
14,SOININEN Jani,297.0,no
15,HARADA Masahiko,270.0,no
16,NIKKOLA Ari-Pekka,266.0,no
17,LJOEKELSOEY Roar,258.0,no
18,VAEAETAEINEN Janne,237.0,no
19,PARMA Jiri,193.0,no
20,HORNGACHER Stefan,183.0,no
20,KROMPOLC Zbynek,183.0,yes
22,MOLLARD Didier,178.0,no
23,DESSUM Nicolas,166.0,yes
24,DLUHOS Ladislav,165.0,no
25,DUFFNER Christof,156.0,no
26,RATHMAYR Werner,146.0,no
27,FREIHOLZ Sylvain,144.0,no
28,SUDA Kenji,143.0,no
29,MYRBAKKEN Bjoern,133.0,no
30,JAEKLE Hansjoerg,115.0,yes
30,JEAN-PROST Nicolas,115.0,no
32,BERG Oyvind,102.0,no
33,MOSER Christian,101.0,no
34,KLADNIK Matjaz,96.0,no
35,ZUEND Stephan,95.0,no
36,MEGLIC Robert,91.0,no
37,WOIEN Geir Atle,89.0,yes
38,LANGLOIS Tad,88.0,yes
39,VETTORI Ernst,81.0,no
40,HAIM Werner,76.0,no
41,KOPONEN Tero,74.0,yes
42,SAITO Hiroya,73.0,yes
43,SVAGERKO Martin,71.0,no
44,DELAUP Steve,67.0,no
45,RASMUSSEN Johan,64.0,yes
46,PETEK Franci,57.0,no
47,TRUNZ Martin,56.0,no
48,YLIPULLI Raimo,54.0,no
49,INGEBRIGTSEN Tommy,52.0,yes
49,TAELLBERG Staffan,52.0,no
51,YASUZAKI Naoki,49.0,no
52,NIEMINEN Toni,47.0,no
52,SCHUSTER Werner,47.0,no
52,SKUPIEN Wojciech,47.0,yes
55,PERTILE Ivo,46.0,no
56,JEZ Frantisek,43.0,no
57,BECK Andreas,41.0,yes
57,HAKALA Vaesa,41.0,no
59,BOERSETH Kurt,36.0,yes
60,WALLNER Matthias,34.0,yes
61,LUNARDI Ivan,33.0,no
62,JOHANSSON Fredrik,31.0,yes
63,MARTINSSON Mikael,30.0,no
64,SASAKI Takayuki,24.0,no
65,JARDIN Ruddy,23.0,yes
66,GAY Jerome,21.0,no
67,SIEBERT Steffen,20.0,yes
68,HIGASHI Akira,16.0,no
68,HORNSCHUH Ronny,16.0,yes
68,SAVOLAINEN Kimmo,16.0,yes
71,JEKOVEC Dajan,15.0,yes
71,SUCHACEK Jakub,15.0,yes
73,SAKURAI Hitoshi,14.0,no
74,POINTNER Alexander,13.0,no
75,NOROTA Yoshikazu,12.0,yes
76,GODER Tomas,11.0,no
76,ZUPAN Matjaz,11.0,no
78,SAKAGUCHI S.,10.0,yes
79,BIRCHLER Christof,8.0,yes
79,ZEHNDER Sepp,8.0,yes
81,WEBER Randy,7.0,yes
82,REUTELER Bruno,6.0,no
82,SATO Masayuki,6.0,yes
84,JIROUTEK Jakub,5.0,yes
84,JUSSILAINEN Risto,5.0,yes
86,HIGASHI Kazuhiro,4.0,no
87,GEBSTEDT Ralf,3.0,no
87,JOHNSEN Hakon,3.0,yes
87,VERVEIKIN Andzey,3.0,no
90,GOSTISA Samo,2.0,no
90,GREGGER Andy,2.0,yes
90,HANNAWALD Sven,2.0,yes
90,HOELLWARTH Martin,2.0,no
94,HUBER Klaus,1.0,no
94,MATTILA Jani,1.0,yes
94,SCHALLERT Gerhard,1.0,yes
