Rank,Last Name and First Name,Points,Debut
1,MORGENSTERN Thomas,1757.0,no
2,AMMANN Simon,1364.0,no
3,MALYSZ Adam,1153.0,no
4,KOFLER Andreas,1128.0,no
5,HILDE Tom,903.0,no
6,KOCH Martin,840.0,no
7,FREUND Severin,769.0,no
8,HAUTAMAEKI Matti,764.0,no
9,SCHLIERENZAUER Gregor,761.0,no
10,STOCH Kamil,739.0,no
11,EVENSEN Johan Remen,645.0,no
12,FETTNER Manuel,460.0,no
13,LOITZL Wolfgang,442.0,no
14,BARDAL Anders,419.0,no
15,ITO Daiki,413.0,no
16,KOUDELKA Roman,382.0,no
17,ROMOEREN Bjoern Einar,364.0,no
18,KRANJEC Robert,355.0,no
19,JACOBSEN Anders,344.0,no
20,LARINTO Ville,342.0,no
21,UHRMANN Michael,314.0,no
22,NEUMAYER Michael,306.0,no
23,KARELIN Pavel,282.0,no
24,PREVC Peter,218.0,no
25,KASAI Noriaki,197.0,no
26,CHEDAL Emmanuel,190.0,no
27,MATURA Jan,180.0,no
28,TOCHIMOTO Shohei,165.0,no
29,INGVALDSEN Ole Marius,155.0,yes
30,SCHMITT Martin,137.0,no
31,HOCKE Stephan,132.0,no
32,HAPPONEN Janne,125.0,no
33,BODMER Pascal,122.0,no
34,JANDA Jakub,119.0,no
34,TEPES Jurij,119.0,no
36,KORNILOV Denis,106.0,no
36,VELTA Rune,106.0,yes
38,FREITAG Richard,105.0,no
39,HULA Stefan,95.0,no
40,KOIVURANTA Anssi,90.0,yes
41,DAMJAN Jernej,84.0,no
42,YUMOTO Fumihisa,80.0,no
43,MUOTKA Olli,76.0,no
44,AHONEN Janne,74.0,no
44,THURNBICHLER Stefan,74.0,no
46,COLLOREDO Sebastian,69.0,no
47,TAKEUCHI Taku,67.0,no
48,SEDLAK Borek,56.0,no
48,STJERNEN Andreas,56.0,no
50,HLAVA Lukas,53.0,no
51,SCHOFT Felix,46.0,no
52,MORASSI Andrea,45.0,no
53,ZOGRAFSKI Vladimir,38.0,yes
54,ZYLA Piotr,37.0,no
55,SKLETT Vegard-Haukoe,32.0,no
56,HAYBOECK Michael,28.0,no
57,MEZNAR Mitja,21.0,no
58,FUNAKI Kazuyoshi,15.0,no
58,INNAUER Mario,15.0,no
58,MECHLER Maximilian,15.0,no
61,KEITURI Kalle,14.0,no
62,FRENETTE Peter,13.0,yes
62,NAGLIC Tomaz,13.0,yes
64,WANK Andreas,9.0,no
65,ELVERUM SORSELL Kim Rene,7.0,no
65,SLIZ Rafal,7.0,no
67,BACHLEDA Marcin,6.0,no
67,JUDEZ Dejan,6.0,yes
67,RUUSKANEN Juha-Matti,6.0,no
67,YOSHIOKA Kazuya,6.0,no
71,BOYD-CLOWES Mackenzie,5.0,yes
71,BRESADOLA Davide,5.0,yes
71,CHOI Heung-Chul,5.0,no
74,ITO Kenshiro,4.0,no
75,DIETHART Thomas,3.0,yes
75,ROSLIAKOV Ilja,3.0,no
75,VASSILIEV Dimitry,3.0,no
78,BYRT Tomasz,2.0,yes
78,GANGNES Kenneth,2.0,no
78,PIKL Primoz,2.0,no
78,TROFIMOV Roman-Sergeevich,2.0,yes
82,BALKAASEN Fredrik,1.0,yes
82,MAEAETTAE Jarkko,1.0,yes
82,OLLI Harri,1.0,no
82,VACULIK Ondrej,1.0,no
