Rank,Last Name and First Name,Points,Debut
1,GOLDBERGER Andreas,1416.0,no
2,NIKKOLA Ari-Pekka,1384.0,no
3,AHONEN Janne,1054.0,no
4,WEISSFLOG Jens,1028.0,no
5,HARADA Masahiko,982.0,no
6,LAITINEN Mika Antero,914.0,no
7,MALYSZ Adam,751.0,no
8,SAITOH Hiroya,747.0,yes
9,SCHWARZENBERGER Reinhard,724.0,no
10,PETERKA Primoz,670.0,yes
11,SOININEN Jani,630.0,no
12,NISHIKATA Jinya,623.0,no
13,BREDESEN Espen,592.0,no
14,DUFFNER Christof,505.0,no
15,LJOEKELSOEY Roar,501.0,no
16,HALVORSEN Eirik,417.0,no
17,STEINAUER Marco,415.0,yes
18,SAKALA Jaroslav,367.0,no
19,GEBSTEDT Ralf,342.0,no
20,WIDHOELZL Andreas,322.0,no
21,SAVOLAINEN Kimmo,308.0,no
22,JEAN-PROST Nicolas,296.0,no
23,FREIHOLZ Sylvain,292.0,no
24,SUDA Kenji,253.0,no
25,THOMA Dieter,249.0,no
26,HOELLWARTH Martin,244.0,no
27,OTTESEN Lasse,233.0,no
28,JEZ Frantisek,226.0,no
29,YASUZAKI Naoki,214.0,no
30,FRANC Urban,207.0,no
31,HOLSETER Sturle,199.0,no
32,KUETTEL Andreas,181.0,yes
33,FUNAKI Kazuyoshi,151.0,no
34,SIEGMUND Gerd,150.0,no
35,HORNGACHER Stefan,134.0,no
36,KASAI Noriaki,132.0,no
37,REUTELER Bruno,123.0,no
38,JOHANSSEN Kent,122.0,no
39,OKABE Takanobu,115.0,no
40,VAEAETAEINEN Janne,113.0,no
41,MEGLIC Robert,108.0,no
42,MOLLARD Didier,105.0,no
43,FUKITA Yukitaka,100.0,no
44,SUCHACEK Jakub,98.0,no
45,CECON Roberto,90.0,no
46,DESSUM Nicolas,77.0,no
46,GOSTISA Samo,77.0,no
48,SKUPIEN Wojciech,75.0,no
49,ITO Naoto,74.0,no
50,UHRMANN Michael,73.0,yes
50,WALLNER Matthias,73.0,no
52,WEBER Randy,66.0,no
53,BERG Oyvind,58.0,no
53,VORVIK Arne,58.0,yes
55,BIELCIK Marian,56.0,no
56,SHIBUYA Jyun,53.0,no
57,INGEBRIGTSEN Tommy,50.0,no
58,TRUNZ Martin,49.0,no
59,KLADNIK Matjaz,46.0,no
60,KOPONEN Tero,34.0,no
61,HIGASHI Kazuhiro,32.0,no
61,MEINEL Rico,32.0,no
63,TUFF Stein Henrik,28.0,no
64,JAEKLE Hansjoerg,27.0,no
65,RADELJ Jure,24.0,yes
66,HIGASHI Akira,22.0,no
67,KLINGA Jani,20.0,no
67,REICHEL Frank,20.0,yes
69,JIROUTEK Jakub,19.0,no
69,NOROTA Yoshikazu,19.0,no
69,ZONTA Peter,19.0,yes
72,KAHANEK Jaroslav,17.0,no
73,KASAMA Noritaka,16.0,yes
73,PARMA Jiri,16.0,no
75,DOLEZAL Michal,13.0,yes
75,HAUTAMAEKI Jussi,13.0,yes
75,HERR Alexander,13.0,no
78,SATO Masayuki,12.0,no
79,CHIBA Katsutoshi,11.0,yes
79,REVUZ Yannick,11.0,no
81,DORNER Karl-Heinz,10.0,yes
82,MAYR Ingemar,9.0,no
83,BERNTSEN Simen,8.0,yes
84,BRENDEN Kristian,7.0,yes
84,KURY Michael,7.0,yes
84,OEVERBY Magnus,7.0,yes
87,GWOZDZ Marek,6.0,yes
87,SAKURAI Hitoshi,6.0,no
89,HANSEN Paal,5.0,yes
89,SCHALLERT Gerhard,5.0,no
91,RASMUSSEN Johan,4.0,no
92,SCHLUP R.,3.0,yes
93,NIEMINEN Toni,2.0,no
93,SKOTAK M.,2.0,yes
95,GLYVKO Volodimir,1.0,yes
95,HAERE Frode,1.0,no
95,JOHANSSON Fredrik,1.0,no
